\u0028名\u0029,5969,5969,2530,\u0028名\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*
\u0028名,5969,5969,2530,\u0028名,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*
名\u0029,5969,5969,2530,\u0028名\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*
\u0028メ\u0029,5969,5969,2530,\u0028メ\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*
\u0028メ,5969,5969,2530,\u0028メ,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*
メ\u0029,5969,5969,2530,\u0028メ\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウメイガイシャ,合名会社,*,C,*,*,*,*

合資会社,5145,5145,5611,合資会社,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
ゴウシガイシャ,5145,5145,5611,ゴウシガイシャ,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
\u0028資\u0029,5969,5969,2530,\u0028資\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
\u0028資,5969,5969,2530,\u0028資,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
資\u0029,5969,5969,2530,資\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
\u0028シ\u0029,5969,5969,2530,\u0028シ\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
シ\u0029,5969,5969,2530,シ\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*
\u0028シ,5969,5969,2530,\u0028シ,名詞,普通名詞,法人,法人種別,*,*,ゴウシガイシャ,合資会社,*,C,*,*,*,*

合同会社,5145,5145,5611,合同会社,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
ゴウドウガイシャ,5145,5145,5611,ゴウドウガイシャ,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
\u0028同\u0029,5969,5969,2530,\u0028同\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
\u0028同,5969,5969,2530,\u0028同,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
同\u0029,5969,5969,2530,同\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
\u0028ド\u0029,5969,5969,2530,\u0028ド\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
ド),5969,5969,9000,ド\u0029,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*
\u0028ド,5969,5969,2530,\u0028ド,名詞,普通名詞,法人,法人種別,*,*,ゴウドウガイシャ,合同会社,*,C,*,*,*,*

医療法人,5145,5145,5611,医療法人,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
イリョウホウジン,5145,5145,5611,イリョウホウジン,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
\u0028医\u0029,5969,5969,2530,\u0028医\u0029,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
\u0028医,5969,5969,2530,\u0028医,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
医\u0029,5969,5969,2530,医\u0029,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
\u0028イ\u0029,5969,5969,2530,\u0028イ\u0029,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
イ\u0029,5969,5969,2530,イ\u0029,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*
\u0028イ,5969,5969,2530,\u0028イ,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジン,医療法人,*,C,*,*,*,*

医療法人社団,5145,5145,5611,医療法人社団,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジンシャダン,医療法人社団,*,C,*,*,*,*
イリョウホウジンシャダン,5145,5145,5611,イリョウホウジンシャダン,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジンシャダン,医療法人社団,*,C,*,*,*,*

医療法人財団,5145,5145,5611,医療法人財団,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジンザイダン,医療法人財団,*,C,*,*,*,*
イリョウホウジンザイダン,5145,5145,5611,イリョウホウジンザイダン,名詞,普通名詞,法人,法人種別,*,*,イリョウホウジンザイダン,医療法人財団,*,C,*,*,*,*

社会医療法人,5145,5145,5611,社会医療法人,名詞,普通名詞,法人,法人種別,*,*,シャカイイリョウホウジン,社会医療法人,*,C,*,*,*,*
シャカイイリョウホウジン,5145,5145,5611,シャカイイリョウホウジン,名詞,普通名詞,法人,法人種別,*,*,シャカイイリョウホウジン,社会医療法人,*,C,*,*,*,*

財団法人,5145,5145,5611,財団法人,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
ザイダンホウジン,5145,5145,5611,ザイダンホウジン,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
\u0028財\u0029,5969,5969,2530,\u0028財\u0029,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
\u0028財,5969,5969,2530,\u0028財,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
財\u0029,5969,5969,2530,財\u0029,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
\u0028ザイ\u0029,5969,5969,2530,\u0028ザイ\u0029,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
\u0028ザイ,5969,5969,2530,\u0028ザイ,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*
ザイ\u0029,5969,5969,2530,ザイ\u0029,名詞,普通名詞,法人,法人種別,*,*,ザイダンホウジン,財団法人,*,C,*,*,*,*

一般財団法人,5145,5145,5611,一般財団法人,名詞,普通名詞,法人,法人種別,*,*,イッパンザイダンホウジン,一般財団法人,*,C,*,*,*,*
イッパンザイダンホウジン,5145,5145,5611,イッパンザイダンホウジン,名詞,普通名詞,法人,法人種別,*,*,イッパンザイダンホウジン,一般財団法人,*,C,*,*,*,*
\u0028一財\u0029,5969,5969,2530,\u0028一財\u0029,名詞,普通名詞,法人,法人種別,*,*,イッパンザイダンホウジン,一般財団法人,*,C,*,*,*,*
\u0028一財,5969,5969,2530,\u0028一財,名詞,普通名詞,法人,法人種別,*,*,イッパンザイダンホウジン,一般財団法人,*,C,*,*,*,*
一財\u0029,5969,5969,2530,一財\u0029,名詞,普通名詞,法人,法人種別,*,*,イッパンザイダンホウジン,一般財団法人,*,C,*,*,*,*

公益財団法人,5145,5145,5611,公益財団法人,名詞,普通名詞,法人,法人種別,*,*,コウエキザイダンホウジン,公益財団法人,*,C,*,*,*,*
コウエキザイダンホウジン,5145,5145,5611,コウエキザイダンホウジン,名詞,普通名詞,法人,法人種別,*,*,コウエキザイダンホウジン,公益財団法人,*,C,*,*,*,*
\u0028公財\u0029,5969,5969,2530,\u0028公財\u0029,名詞,普通名詞,法人,法人種別,*,*,コウエキザイダンホウジン,公益財団法人,*,C,*,*,*,*
\u0028公財,5969,5969,2530,\u0028公財,名詞,普通名詞,法人,法人種別,*,*,コウエキザイダンホウジン,公益財団法人,*,C,*,*,*,*
公財\u0029,5969,5969,2530,公財\u0029,名詞,普通名詞,法人,法人種別,*,*,コウエキザイダンホウジン,公益財団法人,*,C,*,*,*,*

社団法人,5145,5145,5611,社団法人,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
シャダンホウジン,5145,5145,5611,シャダンホウジン,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
\u0028社\u0029,5969,5969,2530,\u0028社\u0029,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
\u0028社,5969,5969,2530,\u0028社,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
社\u0029,5969,5969,2530,社\u0029,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
\u0028シャ\u0029,5969,5969,2530,\u0028シャ\u0029,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
\u0028シャ,5969,5969,2530,\u0028シャ,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*
シャ\u0029,5969,5969,2530,シャ\u0029,名詞,普通名詞,法人,法人種別,*,*,シャダンホウジン,社団法人,*,C,*,*,*,*

一般社団法人,5145,5145,5611,一般社団法人,名詞,普通名詞,法人,法人種別,*,*,イッパンシャダンホウジン,一般社団法人,*,C,*,*,*,*
イッパンシャダンホウジン,5145,5145,5611,イッパンシャダンホウジン,名詞,普通名詞,法人,法人種別,*,*,イッパンシャダンホウジン,一般社団法人,*,C,*,*,*,*
\u0028一社\u0029,5969,5969,2530,\u0028一社\u0029,名詞,普通名詞,法人,法人種別,*,*,イッパンシャダンホウジン,一般社団法人,*,C,*,*,*,*
\u0028一社,5969,5969,2530,\u0028一社,名詞,普通名詞,法人,法人種別,*,*,イッパンシャダンホウジン,一般社団法人,*,C,*,*,*,*
一社\u0029,5969,5969,2530,一社\u0029,名詞,普通名詞,法人,法人種別,*,*,イッパンシャダンホウジン,一般社団法人,*,C,*,*,*,*

公益社団法人,5145,5145,5611,公益社団法人,名詞,普通名詞,法人,法人種別,*,*,コウエキシャダンホウジン,公益社団法人,*,C,*,*,*,*
コウエキシャダンホウジン,5145,5145,5611,コウエキシャダンホウジン,名詞,普通名詞,法人,法人種別,*,*,コウエキシャダンホウジン,公益社団法人,*,C,*,*,*,*
\u0028公社\u0029,5969,5969,2530,\u0028公社\u0029,名詞,普通名詞,法人,法人種別,*,*,コウエキシャダンホウジン,公益社団法人,*,C,*,*,*,*
\u0028公社,5969,5969,2530,\u0028公社,名詞,普通名詞,法人,法人種別,*,*,コウエキシャダンホウジン,公益社団法人,*,C,*,*,*,*
公社\u0029,5969,5969,2530,公社\u0029,名詞,普通名詞,法人,法人種別,*,*,コウエキシャダンホウジン,公益社団法人,*,C,*,*,*,*

宗教法人,5145,5145,5611,宗教法人,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
シュウキョウホウジン,5145,5145,5611,シュウキョウホウジン,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
\u0028宗\u0029,5969,5969,2530,\u0028宗\u0029,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
\u0028宗,5969,5969,2530,\u0028宗,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
宗\u0029,5969,5969,2530,宗\u0029,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
\u0028シユウ\u0029,5969,5969,2530,\u0028シユウ\u0029,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
\u0028シユウ,5969,5969,2530,\u0028シユウ,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*
シユウ\u0029,5969,5969,2530,シユウ\u0029,名詞,普通名詞,法人,法人種別,*,*,シュウキョウホウジン,宗教法人,*,C,*,*,*,*

学校法人,5145,5145,5611,学校法人,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
ガッコウホウジン,5145,5145,5611,ガッコウホウジン,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
\u0028学\u0029,5969,5969,2530,\u0028学\u0029,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
\u0028学,5969,5969,2530,\u0028学,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
学\u0029,5969,5969,2530,学\u0029,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
\u0028ガク\u0029,5969,5969,2530,\u0028ガク\u0029,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
\u0028ガク,5969,5969,2530,\u0028ガク,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*
ガク\u0029,5969,5969,2530,ガク\u0029,名詞,普通名詞,法人,法人種別,*,*,ガッコウホウジン,学校法人,*,C,*,*,*,*

社会福祉法人,5145,5145,5611,社会福祉法人,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
シャカイフクシホウジン,5145,5145,5611,シャカイフクシホウジン,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
\u0028福\u0029,5969,5969,2530,\u0028福\u0029,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
\u0028福,5969,5969,2530,\u0028福,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
福\u0029,5969,5969,2530,福\u0029,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
\u0028フク\u0029,5969,5969,2530,\u0028フク\u0029,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
\u0028フク,5969,5969,2530,\u0028フク,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*
フク\u0029,5969,5969,2530,フク\u0029,名詞,普通名詞,法人,法人種別,*,*,シャカイフクシホウジン,社会福祉法人,*,C,*,*,*,*

更生保護法人,5145,5145,5611,更生保護法人,名詞,普通名詞,法人,法人種別,*,*,コウセイホゴホウジン,更生保護法人,*,C,*,*,*,*
コウセイホゴホウジン,5145,5145,5611,コウセイホゴホウジン,名詞,普通名詞,法人,法人種別,*,*,コウセイホゴホウジン,更生保護法人,*,C,*,*,*,*
\u0028ホゴ\u0029,5969,5969,2530,\u0028ホゴ\u0029,名詞,普通名詞,法人,法人種別,*,*,コウセイホゴホウジン,更生保護法人,*,C,*,*,*,*
ホゴ\u0029,5969,5969,2530,ホゴ\u0029,名詞,普通名詞,法人,法人種別,*,*,コウセイホゴホウジン,更生保護法人,*,C,*,*,*,*
\u0028ホゴ,5969,5969,2530,\u0028ホゴ,名詞,普通名詞,法人,法人種別,*,*,コウセイホゴホウジン,更生保護法人,*,C,*,*,*,*

相互会社,5145,5145,5611,相互会社,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
ソウゴガイシャ,5145,5145,5611,ソウゴガイシャ,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
\u0028相\u0029,5969,5969,2530,\u0028相\u0029,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
\u0028相,5969,5969,2530,\u0028相,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
相\u0029,5969,5969,2530,相\u0029,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
\u0028ソ\u0029,5969,5969,2530,\u0028ソ\u0029,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
ソ\u0029,5969,5969,2530,ソ\u0029,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*
\u0028ソ,5969,5969,2530,\u0028ソ,名詞,普通名詞,法人,法人種別,*,*,ソウゴガイシャ,相互会社,*,C,*,*,*,*

特定非営利活動法人,5145,5145,5611,特定非営利活動法人,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
トクテイヒエイリカツドウホウジン,5145,5145,5611,トクテイヒエイリカツドウホウジン,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
\u0028特非\u0029,5969,5969,2530,\u0028特非\u0029,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
\u0028特非,5969,5969,2530,\u0028特非,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
特非\u0029,5969,5969,2530,特非\u0029,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
\u0028トクヒ\u0029,5969,5969,2530,\u0028トクヒ\u0029,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
トクヒ\u0029,5969,5969,2530,トクヒ\u0029,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*
\u0028トクヒ,5969,5969,2530,\u0028トクヒ,名詞,普通名詞,法人,法人種別,*,*,トクテイヒエイリカツドウホウジン,特定非営利活動法人,*,C,*,*,*,*

独立行政法人,5145,5145,5611,独立行政法人,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
ドクリツギョウセイホウジン,5145,5145,5611,ドクリツギョウセイホウジン,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
\u0028独\u0029,5969,5969,2530,\u0028独\u0029,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
\u0028独,5969,5969,2530,\u0028独,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
独\u0029,5969,5969,2530,独\u0029,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
\u0028ドク\u0029,5969,5969,2530,\u0028ドク\u0029,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
ドク\u0029,5969,5969,2530,ドク\u0029,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*
\u0028ドク,5969,5969,2530,\u0028ドク,名詞,普通名詞,法人,法人種別,*,*,ドクリツギョウセイホウジン,独立行政法人,*,C,*,*,*,*

地方独立行政法人,5145,5145,5611,地方独立行政法人,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
チホウドクリツギョウセイホウジン,5145,5145,5611,チホウドクリツギョウセイホウジン,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
\u0028地独\u0029,5969,5969,2530,\u0028地独\u0029,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
\u0028地独,5969,5969,2530,\u0028地独,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
地独\u0029,5969,5969,2530,地独\u0029,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
\u0028チドク\u0029,5969,5969,2530,\u0028チドク\u0029,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
チドク\u0029,5969,5969,2530,チドク\u0029,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*
\u0028チドク,5969,5969,2530,\u0028チドク,名詞,普通名詞,法人,法人種別,*,*,チホウドクリツギョウセイホウジン,地方独立行政法人,*,C,*,*,*,*

弁護士法人,5145,5145,5611,弁護士法人,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
ベンゴシホウジン,5145,5145,5611,ベンゴシホウジン,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
\u0028弁\u0029,5969,5969,2530,\u0028弁\u0029,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
\u0028弁,5969,5969,2530,\u0028弁,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
弁\u0029,5969,5969,2530,弁\u0029,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
\u0028ベン\u0029,5969,5969,2530,\u0028ベン\u0029,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
ベン\u0029,5969,5969,2530,ベン\u0029,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*
\u0028ベン,5969,5969,2530,\u0028ベン,名詞,普通名詞,法人,法人種別,*,*,ベンゴシホウジン,弁護士法人,*,C,*,*,*,*

有限責任中間法人,5145,5145,5611,有限責任中間法人,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
ユウゲンセキニンチュウカンホウジン,5145,5145,5611,ユウゲンセキニンチュウカンホウジン,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
\u0028中\u0029,5969,5969,2530,\u0028中\u0029,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
\u0028中,5969,5969,2530,\u0028中,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
中\u0029,5969,5969,2530,中\u0029,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
\u0028チュウ\u0029,5969,5969,2530,\u0028チュウ\u0029,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
チュウ\u0029,5969,5969,2530,チュウ\u0029,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*
\u0028チュウ,5969,5969,2530,\u0028チュウ,名詞,普通名詞,法人,法人種別,*,*,ユウゲンセキニンチュウカンホウジン,有限責任中間法人,*,C,*,*,*,*

無限責任中間法人,5145,5145,5611,無限責任中間法人,名詞,普通名詞,法人,法人種別,*,*,ムゲンセキニンチュウカンホウジン,無限責任中間法人,*,C,*,*,*,*
ムゲンセキニンチュウカンホウジン,5145,5145,5611,ムゲンセキニンチュウカンホウジン,名詞,普通名詞,法人,法人種別,*,*,ムゲンセキニンチュウカンホウジン,無限責任中間法人,*,C,*,*,*,*

行政書士法人,5145,5145,5611,行政書士法人,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
ギョウセイショシホウジン,5145,5145,5611,ギョウセイショシホウジン,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
\u0028行\u0029,5969,5969,2530,\u0028行\u0029,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
行u0029,5969,5969,2530,行\u0029,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
\u0028行,5969,5969,2530,\u0028行,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
\u0028ギョウ\u0029,5969,5969,2530,\u0028ギョウ\u0029,名詞,普通名詞,法人,法人種別,*,*,ギョウセイショシホウジン,行政書士法人,*,C,*,*,*,*
